Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2024-06-17,Hyderabad,Telangana,32.7,26.0,29.3,80.1,0.0,11.7,15,Good,1001.5,66.4
2024-06-18,Hyderabad,Telangana,35.6,26.1,30.8,78.4,0.1,11.1,15,Good,998.5,47.6
2024-06-19,Hyderabad,Telangana,32.6,26.0,29.3,79.3,0.0,14.0,15,Good,1002.0,66.4
2024-06-20,Hyderabad,Telangana,33.7,25.2,29.4,79.1,9.2,11.2,15,Good,998.4,57.5
2024-06-21,Hyderabad,Telangana,32.9,26.7,29.8,88.1,4.1,13.5,15,Good,1002.4,86.5
2024-06-22,Hyderabad,Telangana,31.7,25.2,28.5,80.2,0.0,9.7,15,Good,1002.8,74.1
2024-06-23,Hyderabad,Telangana,30.7,21.9,26.3,74.6,0.0,11.1,16,Good,1000.6,54.1
2024-06-24,Hyderabad,Telangana,30.2,24.3,27.3,80.1,0.0,14.5,70,Satisfactory,999.0,61.4
2024-06-25,Hyderabad,Telangana,32.0,25.8,28.9,95.0,21.1,12.4,15,Good,998.3,76.6
2024-06-26,Hyderabad,Telangana,33.9,26.6,30.2,77.4,8.5,15.2,15,Good,997.1,50.7
2024-06-27,Hyderabad,Telangana,32.8,27.1,30.0,88.8,7.0,12.6,34,Good,997.4,83.3
2024-06-28,Hyderabad,Telangana,33.3,26.7,30.0,77.8,0.0,14.6,15,Good,998.8,64.1
2024-06-29,Hyderabad,Telangana,33.3,27.2,30.3,94.9,1.1,11.5,15,Good,997.9,79.6
2024-06-30,Hyderabad,Telangana,33.4,26.6,30.0,84.5,0.0,14.2,15,Good,995.8,66.5
2024-07-01,Hyderabad,Telangana,31.6,24.5,28.1,85.1,0.0,13.8,15,Good,998.5,63.9
2024-07-02,Hyderabad,Telangana,33.0,25.7,29.4,85.7,5.8,12.6,15,Good,999.2,61.6
2024-07-03,Hyderabad,Telangana,31.8,26.5,29.1,100.0,13.2,14.9,15,Good,998.4,96.4
2024-07-04,Hyderabad,Telangana,33.1,27.7,30.4,90.1,11.9,15.5,15,Good,996.8,68.0
2024-07-05,Hyderabad,Telangana,33.6,28.7,31.2,94.1,3.8,14.8,15,Good,993.6,100.0
2024-07-06,Hyderabad,Telangana,31.3,26.9,29.1,77.2,0.0,15.2,15,Good,1001.2,76.4
2024-07-07,Hyderabad,Telangana,30.1,26.1,28.1,96.7,5.2,14.1,23,Good,999.1,63.6
2024-07-08,Hyderabad,Telangana,35.4,25.8,30.6,82.5,0.0,11.6,17,Good,999.1,52.4
2024-07-09,Hyderabad,Telangana,33.3,29.4,31.4,90.2,3.7,13.5,15,Good,998.5,92.0
2024-07-10,Hyderabad,Telangana,34.8,29.0,31.9,86.2,0.0,13.1,15,Good,999.0,72.2
2024-07-11,Hyderabad,Telangana,32.8,29.5,31.1,100.0,6.0,14.1,26,Good,998.7,87.4
2024-07-12,Hyderabad,Telangana,33.4,29.7,31.5,96.8,30.4,15.9,15,Good,998.3,100.0
2024-07-13,Hyderabad,Telangana,33.9,28.6,31.2,86.9,6.5,15.2,15,Good,999.7,86.1
2024-07-14,Hyderabad,Telangana,31.6,26.1,28.8,94.9,3.5,15.1,15,Good,1000.8,83.3
2024-07-15,Hyderabad,Telangana,31.4,28.2,29.8,93.9,0.0,11.1,15,Good,1001.4,95.5
2024-07-16,Hyderabad,Telangana,31.8,27.4,29.6,99.0,5.0,13.3,15,Good,997.0,90.0
2024-07-17,Hyderabad,Telangana,33.2,26.0,29.6,89.1,0.9,12.8,15,Good,999.2,61.3
2024-07-18,Hyderabad,Telangana,31.0,26.5,28.8,92.2,33.5,14.8,15,Good,995.7,98.4
2024-07-19,Hyderabad,Telangana,31.3,25.6,28.5,95.8,17.1,17.0,15,Good,998.1,79.5
2024-07-20,Hyderabad,Telangana,32.9,28.0,30.5,99.0,13.1,14.1,15,Good,998.1,100.0
2024-07-21,Hyderabad,Telangana,33.2,28.2,30.7,89.9,9.1,11.8,15,Good,1000.0,86.1
2024-07-22,Hyderabad,Telangana,32.4,26.7,29.5,89.5,3.9,13.6,15,Good,998.6,96.5
2024-07-23,Hyderabad,Telangana,31.0,25.6,28.3,97.5,0.0,11.0,15,Good,1000.6,77.4
2024-07-24,Hyderabad,Telangana,32.3,24.6,28.5,90.5,0.0,15.8,15,Good,998.6,59.2
2024-07-25,Hyderabad,Telangana,31.2,25.6,28.4,97.3,11.5,12.8,15,Good,998.2,88.3
2024-07-26,Hyderabad,Telangana,30.3,27.3,28.8,100.0,8.6,16.5,20,Good,997.7,93.7
2024-07-27,Hyderabad,Telangana,30.4,24.0,27.2,86.0,45.9,16.6,15,Good,1001.2,73.0
2024-07-28,Hyderabad,Telangana,31.3,26.2,28.7,95.6,0.9,17.4,15,Good,998.8,76.9
2024-07-29,Hyderabad,Telangana,33.3,26.5,29.9,91.2,9.6,12.7,31,Good,994.4,47.8
2024-07-30,Hyderabad,Telangana,31.0,25.7,28.3,94.5,1.0,20.1,15,Good,1001.1,77.3
2024-07-31,Hyderabad,Telangana,32.0,25.0,28.5,84.5,8.0,16.4,15,Good,998.0,61.5
2024-08-01,Hyderabad,Telangana,30.5,26.9,28.7,93.3,7.3,12.8,27,Good,1000.3,85.8
2024-08-02,Hyderabad,Telangana,30.3,24.9,27.6,94.4,2.2,16.8,15,Good,998.1,83.5
2024-08-03,Hyderabad,Telangana,31.9,26.4,29.1,86.0,0.0,12.6,31,Good,1000.0,77.7
2024-08-04,Hyderabad,Telangana,33.0,27.4,30.2,98.5,8.3,14.1,15,Good,994.1,94.9
2024-08-05,Hyderabad,Telangana,34.4,29.3,31.8,91.5,8.7,14.8,15,Good,999.4,78.3
2024-08-06,Hyderabad,Telangana,35.7,28.6,32.2,87.3,5.6,14.6,25,Good,997.8,76.9
2024-08-07,Hyderabad,Telangana,34.6,28.4,31.5,96.0,26.6,12.1,46,Good,997.3,78.5
2024-08-08,Hyderabad,Telangana,32.8,26.2,29.5,86.9,21.1,16.9,15,Good,1002.1,66.4
2024-08-09,Hyderabad,Telangana,34.0,27.5,30.8,100.0,3.1,15.5,15,Good,1000.1,87.0
2024-08-10,Hyderabad,Telangana,35.4,26.3,30.9,84.8,0.0,18.0,15,Good,1000.0,59.6
2024-08-11,Hyderabad,Telangana,33.5,27.8,30.6,85.1,4.6,16.6,15,Good,999.3,77.8
2024-08-12,Hyderabad,Telangana,32.0,27.6,29.8,87.9,12.2,15.8,15,Good,1002.9,88.7
2024-08-13,Hyderabad,Telangana,34.0,26.0,30.0,85.2,6.8,15.8,15,Good,1000.3,56.4
2024-08-14,Hyderabad,Telangana,34.2,27.7,30.9,77.0,10.7,14.3,15,Good,1004.1,50.6
2024-08-15,Hyderabad,Telangana,33.8,27.4,30.6,83.6,20.2,12.6,15,Good,1003.9,54.2
2024-08-16,Hyderabad,Telangana,32.3,26.0,29.1,90.3,3.8,14.3,15,Good,1004.8,94.3
2024-08-17,Hyderabad,Telangana,33.4,25.5,29.5,81.7,1.2,11.4,21,Good,1004.0,59.3
2024-08-18,Hyderabad,Telangana,32.0,24.8,28.4,82.0,13.1,15.9,15,Good,1001.3,50.8
2024-08-19,Hyderabad,Telangana,33.3,23.6,28.4,91.2,0.0,20.8,15,Good,1002.8,71.8
2024-08-20,Hyderabad,Telangana,32.7,24.4,28.6,73.1,12.1,14.1,17,Good,1002.5,27.5
2024-08-21,Hyderabad,Telangana,34.2,25.4,29.8,80.3,10.5,11.8,15,Good,1004.4,50.6
2024-08-22,Hyderabad,Telangana,31.7,26.6,29.1,88.8,20.0,10.9,23,Good,1003.1,83.3
2024-08-23,Hyderabad,Telangana,32.8,22.8,27.8,73.6,0.0,12.0,17,Good,1003.2,49.9
2024-08-24,Hyderabad,Telangana,31.0,23.8,27.4,83.9,8.6,15.0,31,Good,1007.3,58.9
2024-08-25,Hyderabad,Telangana,31.7,24.7,28.2,85.6,8.0,13.3,21,Good,1003.3,65.2
2024-08-26,Hyderabad,Telangana,30.0,24.4,27.2,86.4,0.0,12.7,41,Good,1003.2,64.9
2024-08-27,Hyderabad,Telangana,32.4,22.0,27.2,72.7,0.0,11.9,40,Good,1003.8,52.3
2024-08-28,Hyderabad,Telangana,31.3,24.5,27.9,74.9,0.0,12.9,34,Good,1006.8,66.0
2024-08-29,Hyderabad,Telangana,32.2,25.2,28.7,81.1,4.7,9.8,47,Good,1005.0,77.1
2024-08-30,Hyderabad,Telangana,33.9,24.7,29.3,71.7,11.0,11.2,51,Satisfactory,1005.6,40.7
2024-08-31,Hyderabad,Telangana,31.6,23.5,27.5,74.9,0.0,11.0,47,Good,1005.9,48.8
2024-09-01,Hyderabad,Telangana,33.3,27.0,30.1,71.0,0.0,11.0,48,Good,1000.5,51.6
2024-09-02,Hyderabad,Telangana,32.0,24.5,28.2,77.1,20.1,13.7,15,Good,1003.5,63.0
2024-09-03,Hyderabad,Telangana,30.8,22.6,26.7,61.9,12.5,9.4,15,Good,1005.7,53.6
2024-09-04,Hyderabad,Telangana,33.5,24.4,29.0,74.6,1.6,10.8,50,Good,1006.5,49.0
2024-09-05,Hyderabad,Telangana,36.6,24.1,30.3,72.3,0.0,11.5,22,Good,1003.7,27.3
2024-09-06,Hyderabad,Telangana,33.8,23.1,28.5,64.3,0.0,11.1,40,Good,1004.4,33.2
2024-09-07,Hyderabad,Telangana,33.9,24.2,29.1,70.8,23.5,11.1,15,Good,1005.9,50.5
2024-09-08,Hyderabad,Telangana,33.4,24.1,28.7,75.6,0.0,9.0,45,Good,1009.5,39.8
2024-09-09,Hyderabad,Telangana,33.8,25.5,29.6,66.3,0.0,11.9,40,Good,1002.5,40.7
2024-09-10,Hyderabad,Telangana,31.3,22.3,26.8,70.2,0.0,9.0,74,Satisfactory,1002.5,45.4
2024-09-11,Hyderabad,Telangana,30.9,24.6,27.8,83.7,3.2,9.3,69,Satisfactory,1011.2,77.6
2024-09-12,Hyderabad,Telangana,32.6,22.7,27.7,75.3,0.0,12.9,59,Satisfactory,1004.9,37.0
2024-09-13,Hyderabad,Telangana,32.4,24.7,28.6,64.0,8.0,10.9,83,Satisfactory,1007.1,61.9
2024-09-14,Hyderabad,Telangana,32.0,25.3,28.7,66.2,0.0,9.7,135,Moderate,1005.1,59.9
2024-09-15,Hyderabad,Telangana,33.6,23.3,28.5,70.7,1.7,17.0,60,Satisfactory,1007.8,52.1
2024-09-16,Hyderabad,Telangana,33.1,22.6,27.9,63.4,0.0,9.9,91,Satisfactory,1008.5,28.4
2024-09-17,Hyderabad,Telangana,32.4,23.0,27.7,67.0,0.0,8.8,81,Satisfactory,1012.3,41.5
2024-09-18,Hyderabad,Telangana,32.5,23.2,27.9,47.9,0.0,8.1,93,Satisfactory,1010.7,33.2
2024-09-19,Hyderabad,Telangana,31.6,24.0,27.8,58.0,0.0,13.0,32,Good,1006.9,66.1
2024-09-20,Hyderabad,Telangana,32.0,23.1,27.6,71.3,0.0,12.1,15,Good,1005.9,43.0
2024-09-21,Hyderabad,Telangana,33.2,23.9,28.6,62.8,0.0,10.2,31,Good,1010.7,32.9
2024-09-22,Hyderabad,Telangana,33.7,24.9,29.3,65.6,7.6,8.9,62,Satisfactory,1008.6,59.6
2024-09-23,Hyderabad,Telangana,33.7,23.4,28.6,51.1,0.0,11.4,108,Moderate,1008.6,29.4
2024-09-24,Hyderabad,Telangana,34.7,23.9,29.3,56.8,0.0,11.7,85,Satisfactory,1012.5,40.9
2024-09-25,Hyderabad,Telangana,33.9,24.4,29.1,61.8,1.3,7.3,82,Satisfactory,1006.8,42.4
2024-09-26,Hyderabad,Telangana,34.4,23.9,29.2,50.3,0.0,8.3,104,Moderate,1009.8,36.7
2024-09-27,Hyderabad,Telangana,33.4,22.5,27.9,52.9,0.0,12.0,91,Satisfactory,1012.4,30.5
2024-09-28,Hyderabad,Telangana,33.1,22.7,27.9,60.7,0.0,7.9,66,Satisfactory,1008.9,43.0
2024-09-29,Hyderabad,Telangana,33.4,22.7,28.0,56.6,0.0,9.1,104,Moderate,1014.1,21.8
2024-09-30,Hyderabad,Telangana,36.0,25.2,30.6,53.7,0.0,9.6,113,Moderate,1008.9,44.1
2024-10-01,Hyderabad,Telangana,34.7,24.6,29.7,57.3,0.0,8.4,145,Moderate,1011.3,24.5
2024-10-02,Hyderabad,Telangana,35.0,25.1,30.0,61.3,0.0,9.9,95,Satisfactory,1010.1,46.3
2024-10-03,Hyderabad,Telangana,34.1,25.1,29.6,46.6,0.0,8.3,140,Moderate,1006.3,42.0
2024-10-04,Hyderabad,Telangana,33.4,22.9,28.2,63.1,0.0,7.9,96,Satisfactory,1011.6,35.3
2024-10-05,Hyderabad,Telangana,35.4,23.1,29.3,57.4,0.0,7.5,159,Moderate,1013.9,25.2
2024-10-06,Hyderabad,Telangana,34.7,23.9,29.3,55.8,0.0,7.5,96,Satisfactory,1010.4,41.3
2024-10-07,Hyderabad,Telangana,35.9,24.0,29.9,51.5,0.0,12.1,113,Moderate,1011.3,33.1
2024-10-08,Hyderabad,Telangana,35.5,22.7,29.1,49.2,0.0,10.9,110,Moderate,1011.9,0.0
2024-10-09,Hyderabad,Telangana,35.9,22.7,29.3,50.5,0.0,9.6,142,Moderate,1014.1,13.1
2024-10-10,Hyderabad,Telangana,35.0,24.3,29.6,48.8,0.0,9.2,141,Moderate,1012.4,26.2
2024-10-11,Hyderabad,Telangana,33.8,23.0,28.4,59.3,0.0,15.7,73,Satisfactory,1013.7,28.1
2024-10-12,Hyderabad,Telangana,32.5,21.6,27.0,42.9,0.0,11.5,101,Moderate,1014.3,34.5
2024-10-13,Hyderabad,Telangana,32.4,21.5,27.0,52.5,0.0,13.0,153,Moderate,1013.4,45.9
2024-10-14,Hyderabad,Telangana,31.1,20.6,25.9,55.8,0.0,9.2,120,Moderate,1018.3,32.7
2024-10-15,Hyderabad,Telangana,33.7,19.7,26.7,45.3,0.0,7.8,141,Moderate,1012.8,0.0
2024-10-16,Hyderabad,Telangana,32.6,20.8,26.7,54.6,0.0,7.5,102,Moderate,1016.4,26.1
2024-10-17,Hyderabad,Telangana,31.8,20.9,26.3,47.3,0.0,7.6,121,Moderate,1017.9,40.2
2024-10-18,Hyderabad,Telangana,32.9,22.1,27.5,48.3,0.0,7.9,112,Moderate,1014.9,23.7
2024-10-19,Hyderabad,Telangana,33.9,22.7,28.3,54.7,0.0,9.0,147,Moderate,1015.2,24.2
2024-10-20,Hyderabad,Telangana,32.0,19.8,25.9,41.2,0.0,9.3,143,Moderate,1017.0,15.6
2024-10-21,Hyderabad,Telangana,30.7,19.5,25.1,52.4,0.0,8.4,158,Moderate,1015.6,36.0
2024-10-22,Hyderabad,Telangana,30.4,19.0,24.7,47.1,0.0,8.2,109,Moderate,1012.8,17.7
2024-10-23,Hyderabad,Telangana,29.8,19.9,24.8,54.2,0.0,7.2,149,Moderate,1016.2,30.6
2024-10-24,Hyderabad,Telangana,29.4,20.1,24.7,53.7,0.0,15.6,117,Moderate,1020.2,28.1
2024-10-25,Hyderabad,Telangana,30.5,18.0,24.3,51.4,0.0,6.9,87,Satisfactory,1018.3,22.9
2024-10-26,Hyderabad,Telangana,31.3,18.9,25.1,49.9,0.0,13.8,135,Moderate,1017.3,28.2
2024-10-27,Hyderabad,Telangana,31.2,21.4,26.3,49.5,0.0,8.3,168,Moderate,1018.5,23.3
2024-10-28,Hyderabad,Telangana,29.2,18.5,23.9,53.7,0.0,8.3,176,Moderate,1017.5,39.6
2024-10-29,Hyderabad,Telangana,30.3,19.4,24.9,51.5,0.0,7.6,144,Moderate,1017.7,30.4
2024-10-30,Hyderabad,Telangana,31.6,19.4,25.5,59.4,0.0,10.3,158,Moderate,1016.8,35.0
2024-10-31,Hyderabad,Telangana,31.1,18.6,24.8,41.0,0.0,7.3,160,Moderate,1018.9,9.9
2024-11-01,Hyderabad,Telangana,30.6,17.3,24.0,49.2,0.0,8.9,129,Moderate,1017.3,9.4
2024-11-02,Hyderabad,Telangana,28.6,17.2,22.9,46.3,0.0,9.9,125,Moderate,1018.1,22.3
2024-11-03,Hyderabad,Telangana,29.2,18.6,23.9,61.9,0.0,6.4,154,Moderate,1020.4,31.1
2024-11-04,Hyderabad,Telangana,30.8,18.5,24.7,51.1,0.0,7.8,148,Moderate,1018.2,27.5
2024-11-05,Hyderabad,Telangana,33.7,19.8,26.7,38.5,0.0,15.8,135,Moderate,1019.2,8.1
2024-11-06,Hyderabad,Telangana,32.8,22.6,27.7,47.5,0.0,7.6,147,Moderate,1019.3,28.8
2024-11-07,Hyderabad,Telangana,34.3,20.3,27.3,37.2,0.0,7.4,163,Moderate,1018.1,9.2
2024-11-08,Hyderabad,Telangana,32.6,22.0,27.3,45.3,0.0,7.9,134,Moderate,1017.7,27.3
2024-11-09,Hyderabad,Telangana,32.2,22.6,27.4,50.2,0.0,17.2,168,Moderate,1015.8,21.7
2024-11-10,Hyderabad,Telangana,32.8,20.4,26.6,52.9,0.0,13.7,105,Moderate,1016.6,14.9
2024-11-11,Hyderabad,Telangana,31.9,18.7,25.3,51.7,0.0,8.5,158,Moderate,1020.5,11.2
2024-11-12,Hyderabad,Telangana,29.5,19.0,24.2,48.7,0.0,11.4,149,Moderate,1020.9,21.1
2024-11-13,Hyderabad,Telangana,27.7,17.7,22.7,53.2,0.0,8.5,159,Moderate,1018.3,21.2
2024-11-14,Hyderabad,Telangana,30.0,17.3,23.7,50.0,0.0,8.8,144,Moderate,1020.9,4.7
2024-11-15,Hyderabad,Telangana,28.9,18.0,23.5,62.4,0.0,9.5,129,Moderate,1020.7,27.8
2024-11-16,Hyderabad,Telangana,31.4,18.9,25.1,48.3,0.0,10.6,166,Moderate,1021.8,34.5
2024-11-17,Hyderabad,Telangana,31.4,20.0,25.7,57.4,0.0,7.9,164,Moderate,1024.2,29.9
2024-11-18,Hyderabad,Telangana,32.1,19.4,25.7,42.7,0.0,7.3,180,Moderate,1021.1,22.2
2024-11-19,Hyderabad,Telangana,31.7,18.8,25.2,52.1,0.0,9.7,130,Moderate,1018.8,11.7
2024-11-20,Hyderabad,Telangana,33.4,19.7,26.6,43.6,0.0,6.9,212,Poor,1021.4,18.9
2024-11-21,Hyderabad,Telangana,31.5,20.0,25.7,43.2,0.0,8.4,170,Moderate,1018.2,15.7
2024-11-22,Hyderabad,Telangana,30.8,18.8,24.8,46.8,0.0,8.3,106,Moderate,1025.1,19.7
2024-11-23,Hyderabad,Telangana,29.2,19.4,24.3,47.2,0.0,6.5,183,Moderate,1018.4,31.3
2024-11-24,Hyderabad,Telangana,30.9,17.8,24.3,50.0,0.0,7.3,167,Moderate,1021.8,16.6
2024-11-25,Hyderabad,Telangana,30.6,16.0,23.3,51.0,0.0,8.5,150,Moderate,1021.3,0.0
2024-11-26,Hyderabad,Telangana,32.3,19.9,26.1,38.4,0.0,6.1,210,Poor,1019.8,28.1
2024-11-27,Hyderabad,Telangana,31.8,20.0,25.9,47.1,0.0,10.9,191,Moderate,1019.8,22.6
2024-11-28,Hyderabad,Telangana,30.7,20.1,25.4,42.2,0.0,7.1,189,Moderate,1023.8,19.3
2024-11-29,Hyderabad,Telangana,30.2,16.9,23.6,49.6,0.0,10.0,177,Moderate,1022.8,1.8
2024-11-30,Hyderabad,Telangana,27.9,15.6,21.7,54.8,0.0,7.6,193,Moderate,1021.9,7.7
2024-12-01,Hyderabad,Telangana,27.5,13.7,20.6,48.2,0.0,8.6,146,Moderate,1026.1,9.9
2024-12-02,Hyderabad,Telangana,27.3,15.0,21.1,45.5,0.0,10.5,180,Moderate,1022.3,11.4
2024-12-03,Hyderabad,Telangana,26.2,14.1,20.2,42.0,0.0,7.6,212,Poor,1024.3,13.2
2024-12-04,Hyderabad,Telangana,30.3,14.8,22.6,55.6,0.0,13.0,194,Moderate,1019.6,2.1
2024-12-05,Hyderabad,Telangana,29.3,18.4,23.9,61.5,0.0,18.6,134,Moderate,1019.4,47.9
2024-12-06,Hyderabad,Telangana,28.8,17.0,22.9,43.9,0.0,7.2,192,Moderate,1023.8,39.4
2024-12-07,Hyderabad,Telangana,28.9,17.5,23.2,53.0,0.0,7.5,163,Moderate,1022.9,22.0
2024-12-08,Hyderabad,Telangana,29.0,17.9,23.4,43.0,0.0,8.0,190,Moderate,1026.6,17.4
2024-12-09,Hyderabad,Telangana,28.6,17.1,22.8,52.3,0.0,12.3,160,Moderate,1021.1,43.8
2024-12-10,Hyderabad,Telangana,30.5,18.3,24.4,46.6,0.0,6.9,172,Moderate,1023.5,40.0
2024-12-11,Hyderabad,Telangana,28.5,16.8,22.7,37.0,0.0,6.9,199,Moderate,1022.2,7.9
2024-12-12,Hyderabad,Telangana,28.1,16.7,22.4,50.0,0.0,6.8,176,Moderate,1024.5,21.8
2024-12-13,Hyderabad,Telangana,28.7,17.2,22.9,57.9,0.0,6.7,176,Moderate,1024.2,15.4
2024-12-14,Hyderabad,Telangana,29.0,16.0,22.5,44.0,0.0,7.2,200,Moderate,1022.8,14.5
2024-12-15,Hyderabad,Telangana,30.7,17.2,23.9,52.1,0.0,8.7,156,Moderate,1021.0,15.0
2024-12-16,Hyderabad,Telangana,30.0,18.0,24.0,53.0,0.0,19.3,155,Moderate,1021.9,16.0
2024-12-17,Hyderabad,Telangana,30.3,18.6,24.5,51.9,0.0,6.8,161,Moderate,1020.2,19.9
2024-12-18,Hyderabad,Telangana,27.3,17.3,22.3,60.2,0.0,8.7,160,Moderate,1023.8,21.2
2024-12-19,Hyderabad,Telangana,27.3,17.5,22.4,58.7,0.0,9.6,214,Poor,1017.5,38.2
2024-12-20,Hyderabad,Telangana,31.1,16.5,23.8,54.8,0.0,8.1,183,Moderate,1021.6,6.0
2024-12-21,Hyderabad,Telangana,29.0,17.2,23.1,46.1,0.0,8.9,175,Moderate,1024.8,31.2
2024-12-22,Hyderabad,Telangana,30.0,15.8,22.9,49.4,0.0,7.7,212,Poor,1024.8,2.7
2024-12-23,Hyderabad,Telangana,29.0,17.3,23.1,57.1,0.0,7.4,230,Poor,1019.8,20.9
2024-12-24,Hyderabad,Telangana,28.2,17.2,22.7,48.5,0.0,7.9,199,Moderate,1024.3,32.4
2024-12-25,Hyderabad,Telangana,29.0,17.3,23.2,33.0,0.0,11.4,207,Poor,1020.7,25.5
2024-12-26,Hyderabad,Telangana,29.4,16.5,22.9,41.6,0.0,10.2,176,Moderate,1022.4,13.2
2024-12-27,Hyderabad,Telangana,29.1,15.7,22.4,46.7,0.0,8.3,194,Moderate,1024.8,21.9
2024-12-28,Hyderabad,Telangana,28.7,18.7,23.7,56.2,0.0,6.8,197,Moderate,1021.0,40.3
2024-12-29,Hyderabad,Telangana,29.1,16.4,22.8,44.4,0.0,6.5,205,Poor,1026.0,9.4
2024-12-30,Hyderabad,Telangana,26.9,16.0,21.5,52.0,0.0,7.9,216,Poor,1024.1,26.3
2024-12-31,Hyderabad,Telangana,27.2,17.9,22.5,49.2,0.0,9.9,157,Moderate,1024.2,31.3
2025-01-01,Hyderabad,Telangana,28.6,15.1,21.9,48.0,0.0,9.6,170,Moderate,1025.6,12.7
2025-01-02,Hyderabad,Telangana,27.0,14.8,20.9,55.7,0.0,9.3,180,Moderate,1025.5,43.0
2025-01-03,Hyderabad,Telangana,27.7,16.7,22.2,52.8,0.0,6.7,176,Moderate,1024.9,46.9
2025-01-04,Hyderabad,Telangana,28.6,17.2,22.9,56.4,0.0,10.7,192,Moderate,1021.8,32.8
2025-01-05,Hyderabad,Telangana,28.9,15.8,22.4,59.7,0.0,9.0,196,Moderate,1021.0,33.1
2025-01-06,Hyderabad,Telangana,30.6,16.6,23.6,38.8,0.0,7.1,197,Moderate,1022.3,0.0
2025-01-07,Hyderabad,Telangana,30.5,16.2,23.4,45.8,0.0,11.0,177,Moderate,1023.9,0.0
2025-01-08,Hyderabad,Telangana,29.9,17.4,23.7,40.8,0.0,7.0,226,Poor,1020.3,15.8
2025-01-09,Hyderabad,Telangana,30.5,17.2,23.8,37.3,0.0,9.3,194,Moderate,1023.9,7.6
2025-01-10,Hyderabad,Telangana,32.2,20.5,26.3,53.0,0.0,7.4,191,Moderate,1022.8,24.1
2025-01-11,Hyderabad,Telangana,31.9,17.6,24.8,53.7,0.0,8.0,194,Moderate,1022.1,0.0
2025-01-12,Hyderabad,Telangana,28.3,17.8,23.0,49.0,0.0,9.6,204,Poor,1023.0,26.0
2025-01-13,Hyderabad,Telangana,31.0,18.1,24.6,56.1,0.0,8.7,195,Moderate,1022.6,13.9
2025-01-14,Hyderabad,Telangana,29.4,17.4,23.4,43.6,0.0,8.4,171,Moderate,1023.6,9.5
2025-01-15,Hyderabad,Telangana,27.9,17.0,22.5,54.0,0.0,7.2,232,Poor,1024.5,44.3
2025-01-16,Hyderabad,Telangana,28.9,14.0,21.4,57.6,0.0,7.3,202,Poor,1029.0,13.9
2025-01-17,Hyderabad,Telangana,27.6,13.4,20.5,42.3,0.0,7.4,166,Moderate,1023.8,0.0
2025-01-18,Hyderabad,Telangana,24.1,11.4,17.7,59.4,0.0,11.3,141,Moderate,1022.9,26.9
2025-01-19,Hyderabad,Telangana,23.1,10.6,16.9,53.6,0.0,15.5,185,Moderate,1020.5,26.3
2025-01-20,Hyderabad,Telangana,22.8,12.8,17.8,49.3,0.0,7.2,219,Poor,1021.2,18.0
2025-01-21,Hyderabad,Telangana,23.7,14.0,18.9,57.2,0.0,13.3,184,Moderate,1022.2,52.7
2025-01-22,Hyderabad,Telangana,25.4,13.1,19.3,41.9,0.0,7.1,203,Poor,1024.9,22.5
2025-01-23,Hyderabad,Telangana,22.6,13.6,18.1,62.5,0.0,9.3,197,Moderate,1023.0,34.4
2025-01-24,Hyderabad,Telangana,23.3,11.8,17.6,55.7,0.0,7.0,189,Moderate,1024.7,25.1
2025-01-25,Hyderabad,Telangana,19.9,9.3,14.6,59.4,0.0,11.7,139,Moderate,1023.2,40.1
2025-01-26,Hyderabad,Telangana,21.9,10.8,16.4,50.2,0.0,10.7,162,Moderate,1025.0,16.7
2025-01-27,Hyderabad,Telangana,22.8,10.7,16.7,52.6,0.0,11.5,193,Moderate,1025.7,6.2
2025-01-28,Hyderabad,Telangana,25.6,12.9,19.3,58.9,0.0,7.7,197,Moderate,1022.3,30.3
2025-01-29,Hyderabad,Telangana,24.9,16.6,20.7,50.4,0.0,7.2,180,Moderate,1023.5,22.9
2025-01-30,Hyderabad,Telangana,26.1,14.4,20.2,58.5,0.0,11.3,161,Moderate,1021.8,30.2
2025-01-31,Hyderabad,Telangana,28.7,14.7,21.7,49.4,0.0,8.3,184,Moderate,1019.8,9.5
2025-02-01,Hyderabad,Telangana,28.2,16.4,22.3,50.5,0.0,8.3,172,Moderate,1023.1,24.5
2025-02-02,Hyderabad,Telangana,30.7,15.8,23.3,49.4,0.0,7.7,178,Moderate,1022.5,0.0
2025-02-03,Hyderabad,Telangana,28.4,16.1,22.2,45.5,0.0,8.2,181,Moderate,1023.0,11.2
2025-02-04,Hyderabad,Telangana,27.5,15.5,21.5,41.7,0.0,11.4,152,Moderate,1023.9,8.5
2025-02-05,Hyderabad,Telangana,28.2,16.5,22.3,50.7,0.0,7.6,195,Moderate,1021.1,24.8
2025-02-06,Hyderabad,Telangana,29.2,16.9,23.0,47.5,0.0,7.5,173,Moderate,1021.0,10.7
2025-02-07,Hyderabad,Telangana,28.3,15.4,21.9,44.7,0.0,7.3,187,Moderate,1021.0,0.0
2025-02-08,Hyderabad,Telangana,28.1,15.5,21.8,54.1,0.0,8.1,175,Moderate,1022.2,10.3
2025-02-09,Hyderabad,Telangana,26.2,15.4,20.8,55.2,0.0,11.7,197,Moderate,1021.4,27.2
